score,content,cleaned_text,predicted_label
3,"Aplikasi yang sangat bagus, pembelajaran jadi gampang dan cepet di ingat, apalagi di animasi nya yang cukup tidak membosankan saat kita sedang belajar, akan tetapi banyak sekali kesalahan kesalahan jawaban dalam soal soal latihan, terutama dalam pelajaran mtk, mohon lebih teliti lg dan perbaiki,... Terimakasih",aplikasi bagus ajar gampang cepet animasi bosan ajar salah latih ajar mohon teliti lagi baik terima kasih,positif
5,"suka banget pake ruangguru!!! materi nya mudah dipahami dan ada latihan soalnya juga, jadi bisa mengasah apa yang kita pelajari di video pembelajaran nya, sangat sangat membantu saya bila tidak mengerti materi yang di berikan oleh guru, materi nya simpel dan tidak banyak jadi mudah di pahami dan di ingat",suka banget pake materi mudah paham latih asah ajar video ajar bantu erti materi simpel mudah paham,positif
4,"Kalau untuk sekarang kan ruang guru di gratiskan tapi kalau kok engga gratis sepenuhnya yah kak tetep ajah harus ada yang berlangganan, jadi gak bisa lihat video lembahasan dan kekurangannya di saat kita salah menjawab soal tidak ada opsi pembenaran selain harus membuka pembahasan dengan harus berlangganan terlebih dahulu.",kalau gratis engga gratis penuh ajah langgan lihat video lembahasan kurang salah opsi benar buka bahas langgan,negatif
5,"App nya bagus and funny, vdeo yg beranimasi mmbuat saya senang dan bisa menjawab prtanyaan nya. Oh ya, sekedar saran, tolong misalkn saya belajar ips, bab ny ini itu misalnya, jgn yg konsep kilat aja yg ada disana kk, saya belajr bhs inggris ttg advertisement, tapi di advertisement ny tu, hanya konsep kilat doang yg ada, tolong vdeo2 yg kek biasanya panjang tu dimasukin jga kk, jgn di bab ny tu cuma ada konsep kilat doang biar lebih jelas aja kk",bagus funny vdeo animasi mmbuat nang prtanyaan saran tolong misalkn ajar konsep kilat saja sana belajr inggris advertisement konsep kilat doang tolong vdeo masuk konsep kilat doang biar saja,netral
4,"Ka maaf mau sedikit saran, untuk video materi fisika bisa ditambah dengan contoh soal? Karna kalau hanya sekedar tau rumusnya tanpa dicontohkan juga rada membingungkan buatku. Aku akan sangat berterima kasih kalau ruang guru menambahkan penjelasan contoh soal pada materi fisika agar bisa lebih mengerti dan mudah dipahami. Terimakasih, cuma sedikit saran dari ku, sangat bersyukur kalau bisa direspon kalau tidak juga gpp:)",maaf saran video materi fisika tambah contoh karna rumus contoh rada bingung buat terima kasih jelas contoh materi fisika erti mudah paham terima kasih saran syukur respon,positif
5,"App android udah bagus, masalahnya di software PC kok lemot ya pemutaran video? (Maaf gak tau harus bilang dimana jadi disini aja biar direspon), tolong diperbaiki kak untuk software PC, padahal internet lancar lancar aja, buka ruangguru di hp pun masih lancar aja, tapi giliran di pc kok ngelag",android sudah bagus software putar video maaf bilang mana saja biar respon tolong baik software internet lancar saja buka lancar saja gilir ngelag,negatif
5,"Bagus banget,membantu bangett:Saya suka Aplikasi ini,Pengalaman belajarku jadi lebih seruh,banyak banget ilmu yang bisa kita dapat dari RuangGuru ini selain dari Sekolah kitaa!!! bagus banget pokoknya,sukses RuangGuru!!! Sukses juga kita semua...!!!",bagus bangetmembantu bangettsaya suka aplikasi inipengalaman ajar ruhbanyak banget ilmu kolah kitaa bagus banget poknyasukses sukses,positif
4,aplikasinya bagus banget.... video nya mudah di pahami dan berhubungan dengan pelajaran sekolah.. dan saya suka cara offline nya bagus .... tapi penggunaan kuota nya boros banget dan mohon di perbaiki bagian rapor nya... kok punya saya tidak ada penambahan nilai atau tidak tertulis di rapor hasil brljar saya setelah berlangganan.. mohon infonya secepatnya... terima kasih..,aplikasi bagus banget video mudah paham hubung ajar kolah suka offline bagus guna kuota boros banget mohon baik rapor tambah nilai tulis rapor hasil brljar langgan mohon info cepat terima kasih,netral
5,Sangat membantu belajar,sangat bantu ajar,positif
1,"App Ruang guru nya bagus tapi kenapa saat saya up date, habis itu ada misi baru hewan peliharaan, saat sudah level 30/ waktunya evolusi pertama tidak mau evolusi. padahal sudah waktunya evolusi. sama juga seperti saat evolusi kedua tidak mau jugaaaaaa! Itu membuat saya tidak nya man",bagus date habis misi hewan pelihara level evolusi juga,netral
5,"Materi yang disampaikan lewat video pembahasan mudah dimengerti, dan setelahnya ada kuis juga, selain itu ada rangkuman materi yg singkat tapi lengkap dan mudah untuk dipahami. Ada latihan² soal dan pembahasannya juga. Intinya the best deh, sukses selalu ruangguru👍👍",materi video bahas mudah erti telah kuis rangkum materi singkat lengkap mudah paham latih bahas inti best sukses,positif
5,"baguss banget, tapi kenapa pekerjanya yang agak gimana gitu ya malah serasa ada konflik internal",bagus banget gimana gitu rasa konflik internal,netral
5,"Ruangguru keren banget, sangat membantu dlm proses belajar, materinya pun sangat mudah di pahami dan tentunya super fleksibel bisa belajar di manapun yg kita mau jd ga mesti harus bawa buku pelajaran lg kalo lg di luar rumah, tinggal klik ruangguru semua informasi bs kita dapatkan ❤",banget bantu dalam proses ajar materi mudah paham super fleksibel ajar mana jadi tidak bawa buku ajar lagi kalo lagi rumah tinggal klik informasi dapat,positif
5,"Trimakasih ruangguru ,setalah 1 tahun akhirnya saya menemukan metode pembelajaran yg cocok dengan sy,yaitu dengan menonton video ,menurut sy aplikasi ruangguru sangat berguna karna banyak sekali latihan soalnya,mungkin karna bukan ruangguru sy tidak bisa mendapatkan nilai yg memuaskan",trimakasih seta temu tode ajar syyaitu video aplikasi guna karna latih soalnyamungk karna nilai muas,positif
4,"alhamdulillah tidak rugi saya mendaftar applikasi ruang guru ini, benar ini aplikasi berbayar tetapi ini sangat bermanfaat sekali membuat saya yang tidak faham dalam materi menjadi faham karena pemberian konten video sebagai penjelasan, ini sangat cocok untuk generasi muda supaya tetap semangat dalam belajar, saya harap generasi yang lain bisa mempertimbangankan untuk bergabung😇, saya kasih bintang 4 dahulu apabila saya hingga pengerjaan soal berhasil saya tambahkan sepenuhnya, dan satu hal tolong tambahkan soal untuk siswa siswi SMK tidak hanya SMA saja ya:) saya harap:)",alhamdulillah rugi daftar applikasi aplikasi bayar manfaat faham materi faham beri konten video jelas generasi muda mangat ajar harap generasi mpertimbangankan gabung kasih bintang hasil tambah penuh tolong tambah siswa siswi harap,positif
4,"Menurutku ini seru banget cara belajarnya,mudah dimengerti dan membuat saya menjadi lebih aktif disekolah,karena selangkah lebih maju materinya, jadi jika ada guru bertanya saya bisa menjawab. Tapi entah kenapa setelah di update,ketika sedang menonoton layar videonya malah gak bisa di fullscreen jadi agak kepotong,dan jadi agak sulit utk memahaminya,terima kasiii 😊",turut seru banget belajarnyamudah erti aktif kolahkarena lang maju materi tapi updateketika noton layar video fullscreen potongdan sulit mahaminyaterima kasi,positif
5,"Aplikasinya bagus, video ngajarin inti sari materi, gak panjang lebar. Videonya pun berwarna dan beranimasi. Soal-soalnya sering dikeluarin di sekolah, jadi di sekolah gampang jawabnya. Kalo salah, pembahasan jelas dan gak bikin bosen. Dulu nilai saya 80an, sekarang nilai saya jadi 90an. Makasih Ruang Guru",aplikasi bagus video ngajar inti sari materi lebar video warna animasi soal keluar kolah gampang kalo salah bahas bosen dulu nilai terima kasih,positif
5,"ruangguru aplikasi yang recommended banget buat pelajar jaman sekarang, belajar bisa kapanpun dan dimanapun dan kontennya asyik banget, videonya banyak animasi yang menarik jadi ngga bosen buat belajar dan tutornya pun jelas dalam menjelaskan materi. mantap ruangguru 👍👍",aplikasi recommended banget ajar jaman ajar mana konten asyik banget video animasi tarik tidak bosen ajar tutor materi mantap,positif
5,"Hai Rogu, cuma sekedar masukan. Waktu mengerjakan latihan topik, saya sudah yakin memencet jawaban point D. Namun pada akhir pembahasan jawaban saya berubah menjadi C. Dan akhirnya dpaat nilai yang tidak memuaskan. Terus juga tolong tambahkan fitur agar soal dapat di zoom, karena gak semua soal dapat dibaca. Tolong perbaiki lagi yaa 💛💛",rogu masuk waktu latih topik pencet point namun bahas ubah dpaat nilai muas terus tolong tambah fitur zoom baca tolong baik,negatif
5,"aplikasinya bagus banget. vidionya menarik ada animasinya, jadi ngga bosen ngeliatnya terus menerus. materinya sama, kaya disekolah, jadi saat aku belajar disekolah aku itu udah bisa, juga jadi yang pertama tau materinya dikelas. Terimakasih RUANGGURU...👍👍👍",aplikasi bagus banget vidionya tarik animasi tidak bosen ngeliatnya terus materi kaya seko ajar seko sudah materi terima kasih,positif
5,"aplikasinya benar benar membantu wah pokoknya enak banget tp saya mau ngasih tips sedikit biar ada yg makin banyak yg downloa d mohon ada berlanggannan gratis selama seminggu atau sebulan pasti banyak yg download dan ini aplikasi awalnya saya liat iklannya ""ah biasa aja ketika saya ikut bimbel ternyata mahal nya minta ampun sampai 9 juta/bulan ketika saya mendengar banyak orang yg bilang aplikasi ini lebih bagus dan murah jika berlangganan muarah+kode JADI JUARA lebih murah thanks ruang guru 😘",aplikasi bantu enak banget tapi ngasih tips biar downloa mohon berlanggannan gratis minggu bulan download aplikasi liat iklan saja bimbel mahal ampun jutabulan dengar orang bilang aplikasi bagus murah langgan muarahkode jadi juara murah thanks,netral
5,"Vidionya gampang bgt dipahami, tampilannya juga nggak ngebosenin, jd bikin makin semangat buat belajar. Trs dulu sebelum pake Ruangguru peringkat aku selalu masuk 10 terendah di kls, tp setelah aku pake Ruangguru Alhamdulillah aku bisa masuk 10 besar di kls. Thank you Ruangguru:))",vidionya gampang banget paham tampil tidak mbosankan jadi mangat ajar terus pake peringkat masuk rendah tapi pake alhamdulillah masuk thank,positif
5,"Aplikasinya bagus aku udah berlangganan untuk tahun kedua. Tapi masih ada sedikit masalah. Misalnya fitur bank soal dimana opsi a,b,c,d sering tidak sesuai di aplikasi dengan di pdf/copy Kemudian untuk ruangbaca aku saranin buat ada tombol sharenya. Dan fitur tanya jawab untuk matematika dan fisika aku saranin bisa bentuk bangun ruang/bangun datar, dan bentuk akar/pangkat/pecahan.",aplikasi bagus sudah langgan tapi misal fitur bank mana opsi abcd suai aplikasi pdfcopy mudian ruangbaca saran tombol sharenya fitur matematika fisika saran bentuk bangun ruangbangun datar bentuk akarpangkatpecahan,netral
4,Apk nya sangat membantu dan mudah dipahami. Cuman saya daftar untuk smk kelas 10 jurusan akuntansi. Tapi kok mapel yang muncul cuman dikit. Itupun campur sama pelajaran smp. Saya mohon perbaiki lagi mapel nya sesuai dengan k13 revisi penuh. Terimakasih,aplikasi bantu mudah paham cuman daftar jurus akuntansi tapi mapel muncul cuman campur ajar saya mohon baik mapel suai revisi penuh terima kasih,netral
5,"Overall semuanya tampak bagus, tapi tolong developer Tambahkan mode gelap dan tampilan aplikasi bisa jadi landscape, dan widget ruangguru itu bisa mirip aplikasi bahasa burung ijo sebelah. Semoga bisa improve setelahnya. Good job squad",overall bagus tolong developer tambah mode gelap tampil aplikasi landscape widget aplikasi bahasa burung belah moga improve telah good squad,netral
4,"Kalo pake ruang guru ganpang belajarnya, mudah ngafalinnya dan nggak ribet. Cuma ada beberapa kesalahan di bagian soalnya, contoh jawaban dan soal nggak tepat atau biasanya nggak ada jawabannya, sekian sih, tolong diperbaiki ya!",kalo pake ganpang ajar mudah ngafalinnya tidak ribet cuma salah contoh tidak jawab kian tolong baik,netral
5,"Sebelum nya sih bagus ,tapi knp yaa sekarang video nya di hp saya setiap putar video jadi suara sama orang nya (video) ga sinkron ,jadi pusing nonton nya,orang nya diem eh suaranya masih ada karna telat,mohon perbaiki,jadi sayang saya udah berlangganan 1 thn tapi ada problem sama videonya.terima kasih,untuk info saya berlangganan 1 tahun X IPA Revisi ,hampir semua video kyk gtu ,gatau knp..eits tapi isti semua udah teratasi dengan bantuaan CS ruangguru ,thankss😘😘😅moga aja kedepan nya lebih baik dan Hemat kuota:'v",belum bagus video putar video suara orang video tidak sinkron pusing nonton nyaorang diem suara karna telatmohon perbaikijadi sayang sudah langgan problem videonyaterima kasihuntuk info langgan revisi video gatau knpeits isti sudah atas bantuaan thankssmoga saja depan hemat kuotav,negatif
2,"Seharusnya ruang guru mempermudah pelajar yang berada di kawasan susah sinyal. Kaya saya, padahal pengen daftar ruangguru, tapi ngeliat banyak yg komen jaringannya susah. Padahal ada yang pake wifi atau jaringannya emang bagus. Mereka aja kesusahan, apa lagi saya yang emang dari asal jaringannya lelet. Kan jadi ragu",harus mudah ajar kawasan susah sinyal kaya daftar ngeliat komen jaring susah padahal pake wifi jaring emang bagus reka saja susah emang jaring ragu,negatif
5,"Saya suka banget langganan di Ruangguru ini soalnya fasiltas nya udah lengkap. Belajar jadi lebih mudah dengan video beranimasi yang menarik dan tentunya ada Quiz untuk uji pemahaman. Sekarang juga ada Konsep Kilat nya, jadi bagi kalian yang sudah paham materi pelajaran setiap babnya tidak perlu mengulang materi dari video belajarnya lagi, cukup lihat Konsep Kilatnya aja. Terus ada paket Ruangbelajar Plus dan Brain Academy Online yang paling saya suka😍😍",saya suka banget langgan fasiltas sudah lengkap ajar mudah video animasi tarik quiz paham karang konsep kilat paham materi ajar ulang materi video ajar lihat konsep kilat saja terus paket ruangbelajar plus academy online suka,positif
4,"Mmm barusan nyoba nonton video di ruang belajar. Rasanya agak monoton yah selain ada animasi yang cukup mewarnai gak terlalu bikin bosan. Sebenernya semuanya bagus cuma saya berharap lebih pas video penjelasan materi. Jadi saya ngarep ada sebuah kalimat untuk merangkum materi tersebut. Ini benar"" efektif. Ya gimana aja caranya pemateri agar berasa interaktif & pemahaman bener"" masuk gak dilupain. Menurut saya pemateri seperti penjelasan dari guru tapi dengan pembahasan seperti rangkuman",barusan coba nonton video ajar rasa monoton animasi warna bosan benernya bagus harap video jelas materi jadi ngarep kalimat rangkum materi efektif gimana saja materi interaktif paham bener masuk lupa turut materi jelas bahas rangkum,positif
5,"Aku sekarang jadi tambah rajin belajar dan yang dulunya aku gak suka mtk ,sekarang jadi aku suka banget,karna belajar di ruangguru lebih mudah.ada latihan soal dan kalo salah ada pembahasannya juga, Jadi lebih mudah untuk di pahami.TERIMAKASIH RUANG GURU🙏🙏🙏🙏🙏",ajar dulunya suka bangetkarna ajar mudahada latih kalo salah bahas jadi mudah pahamiterimakasih,positif
5,"Tutor/mentornya jelas, ramah, sopan, materinya terperinci, mudah dimengerti, mudah dipahami, disertakan dengan contoh-contoh. Materinya sangat cocok sekali dengan saya. Terima kasih pembelajarannya sangat baik secara keseluruhan. Saya sarankan kepada teman-teman agar mengikuti pelatihan di kelas ini, karena sangat bermanfaat untuk diterapkan di kehidupan sehari-hari.",tutormentornya ramah sopan materi perinci mudah erti mudah paham serta contoh materi terima kasih ajar saya saran teman ikut latih manfaat terap hidup hari,positif
5,"Alhamdulillah dengan aplikasi ruang guru. sekarang nilai setiap pelajaran ku meningkat,yang tadinya 5,6,7 sekarang bisa mendapat kan nilai minimal 8,5. Dan aku kemarin juga mendapatkan ranking ke 2 di kelas ku❤️Dengan aplikasi ruang guru,semua pelajaran mudah langsung di pahami. Terimakasih ruang guru,Berkat ruang guru aku menjadi semangat untuk menuju UN di tahun ini❤️",alhamdulillah aplikasi nilai ajar ningkatyang nilai minimal ranking dengan aplikasi gurusemua ajar mudah langsung paham terima kasih guruberkat mangat,positif
5,"baguus, tentornya sangat jelas dalam menjelaskan materinya sehingga kita dapat mengerti dengan mudah. saran saya setiap materi usahakan videonya maximal 3 atau 4 saja soalnya kalau terlalu banyak, mungkin untuk sebagian orang ada yang malas untuk melihatnya dan jg bisa menghabiskan kuota, terima kasih ruang guru💙",baguus tentornya materi erti mudah saran materi usaha video maximal orang malas juga habis kuota terima kasih,positif
3,"bintang tiga dulu yaa.. salah satu nya yg agak kurang di RG itu kaya lagi nerangin tapi kelewat beberapa kata, saya saya mau kaya ada fitur subtitle, oh yaa.. harusnya ada pelajaran tambahan kaya Bahasa sunda/jawa, prakarya, penjakes, dll.. biar lebih lengkap (oh ya tambahin Bahasa jepang juga :v)",bintang salah kaya nang lewat kaya fitur subtitle ajar tambah kaya bahasa sundajawa prakarya penjakes biar lengkap tambah bahasa jepang,netral
5,Terimakasih ruang guru dan skil academy atas bimbingan pelatihannya. Semoga materi yg disampaikan bisa sya terapkan di lapangan serta bisa memotivasi sya. Disaat pandemi sperti ini melalui bimbingan online seperti ini sangat cocok untuk diikuti.. sukses selalu yaa,terima kasih skil academy bimbing latih moga materi terap lapang motivasi saat pandemi sperti bimbing online ikut sukses,positif
3,"Apknya agak kompleks dari segi UI, dan mohon kalo bisa dibuat lebih mulus lagi terutama ketika scrolling di halaman utama, agak lag sedikit soalnya pas geser². Dan untuk download mohon diperbaiki juga, materi yg di download sering gagal kalau jaringan kurang cepat, padahal harusnya bisa diatasi kalau download Q-nya agak diperbaiki. Ini masalah software dan server ruangguru aja sebetulnya, tapi menggangu banget untuk belajar. Untuk selebihnya oke aja sih, tapi tolong diperbaiki lagi softwarenya.",apknya kompleks segi mohon kalo mulus scrolling halaman utama geser download mohon baik materi download jaring cepat atas download qnya baik software rver saja nggangu banget ajar untuk lebih baik saja tolong baik softwarenya,negatif
5,Sangat berguna awalnya saya kira tak berguna setelah didownload ternyata latihannya sangat seru!! 😀👍 belajar saya pun jadi semangat!!! mumpung lagi diskon 50% jadi langsung langganan deh! perkalian saya pun jadi lancar dan penjumlahan bilangan negatif positif jadi lancar nilai saya pun jadi 90 100 80 THANK YOU RUANG GURU ☜☆☞,sangat guna download latih seru ajar mangat mumpung skon langsung langgan kali lancar jumlah bilang negatif positif lancar nilai thank,positif
5,"Aplikasi ruangguru ini bagus sekali!!! Banyak fitur-fitur pendukung untuk kegiatan belajar, ada juga konsep kilat+adapto, adanya mengerjakan soal-soal latihan,dll. Saya jadi paham belajarnya dan tidak pernah bosen sama aplikasi ruangguru. Terimakasih ruangguru🙏🏻🙏🏻",aplikasi bagus banyak fitur dukung giat ajar konsep kilatadapto soal latihandll saya paham ajar bosen aplikasi terima kasih,positif
4,"Kak kenapa ya ini setiap buka app nya loading ya lama bangett. Padahal sinyal gak masalah, lancar2 aja. Eh buka ruang guru to dan yang lainnya gak bisa. Dan ada tulisan error' terus. Udah diulangin berkali-kali padahal. Tolong kak gimana biar bisa lagiii.",buka loading banget padahal sinyal lancar saja buka tulis error sudah ulang kali tolong gimana biar lagi,negatif
5,"WOW!!! Aplikasi ini sangat membantu!😍. Kita bisa belajar duluan sebelum di jelaskan di sekolah, dan penjelasannya sangat mudah dimengerti😍. Dan juga, penjelasan videonya dilengkapi dengan animasi, jadi lebih mudah di mengerti,dan setelah penjelasan beranimasi kita dikasih soal untuk jadi dikerjakan, supaya lebih mendalami materinya, apalagi sekarang ada ruangguru Adventure, jadi pengen cepet2 naikin levelnya sambil belajar, POKOKNYA RUANGGURU ADALAH APLIKASI BELAJAR TERBAIK DEH!!! 💓😍😘😘😍💓",aplikasi bantu kita ajar duluan kolah jelas mudah erti jelas video lengkap animasi mudah ngertidan jelas animasi kasih dalam materi adventure cepet naik level ajar adalah aplikasi ajar baik,positif
4,"Aplikasi belajar yg bagus, namun tolong masalah sinyal lebih diperbaiki karena setiap beberapa menit menonton selalu ada jeda video akibat sinyal padahal sinyal saya sudah 4G akibatnya kurang nyaman pada saat belajar tolong diperbaiki ya RUANGGURU SQUAD..",aplikasi ajar bagus tolong sinyal baik jeda video akibat sinyal akibat nyaman ajar tolong baik squad,netral
4,"Sebenernya apk ini cukup membantuku buat belajar. Penjelasannya singkat, padat, dan jelas. Dan jg bnyk bgt fitur2 menarik di Ruangguru yg bikin aku semakin semangat belajar (kyk games gitu jdinya). Kekurangannya cmn di materi. Bnyk bgt materi sekolahku yg ada di buku, tpi ga ada di Ruangguru. Mohon materi diperbanyak ya, dan video pembelajarannya di-update terus🙏 klo materinya msih kurang lengkap, belajarku jdi kurang maksimal jg. Sisanya, udh bagus dan nggak ada masalah kok, thanks Ruangguru🙏",benernya aplikasi bantu ajar jelas singkat padat juga bnyk banget fitur tarik mangat ajar games gitu jdinya kurang materi bnyk banget materi kolah buku tidak mohon materi banyak video ajar update kalau materi msih lengkap ajar maksimal juga sisa sudah bagus tidak thanks,positif
5,Aplikasi ini sudah bagus. Video2 nya sangat menarik. Tapi sebagai pelajar saya terkadang suka melihat teman2 yang difabel (khusunya teman tuli) kesulitan untuk memahami materi. Jadi boleh tidak ditambahkan subtitel di video nya untuk memudahkan teman tuli untuk belajar? Sekian terimakasih...,aplikasi bagus video tarik tapi ajar terkadang suka teman fabel khusunya teman tuli sulit paham materi jadi subtitel video mudah teman tuli ajar kian terima kasih,positif
5,"Sebenarnya saya sangat senang sekali dengan aplikasi ini mempermudah pengembangan ilmu saya selain disekolah, tetapi sayangnya tidak ada mapel untuk smk seperti elektronika atau otomotif wkwk ""sedih' tapi saya tetap semangat dalam belajar terimakasih ruangguru happy birthday for to five year💝",benar nang aplikasi mudah mbang ilmu seko sayang mapel elektronika otomotif sedih mangat ajar terima kasih happy birthday five year,positif
5,"Saya baru mau mencoba aplikasi ini, karna yg saya dengar dari teman saya aplikasi ini sangat bagus, dan saya juga berniat ingin meningkatkan kemampuan berbahasa inggris saya untuk masuk fakultas sastra inggris nantinya. Semoga ruang guru memberi saya pembelajaran yg menyenangkan dan mudah di mengerti:)",saya coba aplikasi karna dengar teman aplikasi bagus niat tingkat mampu bahasa inggris masuk fakultas sastra inggris moga ajar nang mudah erti,positif
5,"Suka bgt sama ruangguru, memudahkan dalam belajar. Tapi saya kurang nyaman dengan versi terbaru ini, karena dari jawaban soalnya tidak terdapat suara benar/salah nya lagi. Lebih di perbaiki lagi. Tapi selebihnya sudah mantap, syukaaa bgt karena selain murah, materinya juga lengkap. Terdapat guru-guru lulusan terbaik. Terimakasih ruangguru, luflufluffff!😗❤",suka banget mudah ajar tapi nyaman versi baru suara benarsalah lebih baik tapi lebih mantap syuka banget murah materi lengkap dapat guru baik terima kasih lufluf,positif
3,Lumayan lah😊tapi Vidionya ngk bisa d download yaa😯?? Bagi saya animasi nya terlalu bnyak😯 lebih baik ada kek di papan tulis gitu😊 jadi bisa keinget lebih lama dan penjelasannya jelas😊 klw animasi juga bisa sih😉 tapi lebih ke gambar2 doang dan penjelasan nya langsung hilang setelah materi berikutnya😯. Itu aja saran dari saya,lumayan lahtapi vidionya download bagi animasi bnyak tulis gitu inget jelas animasi gambar doang jelas langsung hilang materi saja saran,negatif
5,"Sebelumnya saya terima kasih sama ruang guru karena saya belajar banyak disini, selain karena tidak membosankan juga memberikan konsep yang mudah dalam mengerjakan soal, sehingga mudah dimengerti. Disini saya ingin menanyakan sesuatu, kenapa pada latihan topik setiap saya ingin ""mengumpulkan"" hasil latihan selalu error, dan saat sudah selesai(tetap tidak bisa dikumpulkan) saya ingin membuka ""pembahasan"" atau ""ulangi"" dari latihan topik tersebut pun tidak bisa, kira-kira kenapa ini?",belum terima kasih ajar bosan konsep mudah erti sini latih topik kumpul hasil latih error lesaitetap kumpul buka bahas ulang latih topik kira,positif
5,"Menurut saya aplikasi ini sdh sgt lengkap mulai dari video materi, pembahasan, dan latihan soalnya. Tapi masih ada kendala pada latihan topiknya. Karena ketika saya sudah selesai mengerjakan latihan topiknya, skornya ada tapi pembahasannya selalu tidak bisa dilihat. Selalu ada tulisan ""mohon maaf sedang terjadi masalah pada sistem, harap coba lagi dalam beberapa saat"" sudah beberapa hari seperti ini. Edit: terimakasih atas tanggapannya bug sdh diperbaiki, bintang 5 buat ruangguru :)",turut aplikasi lengkap video materi bahas latih tapi ndala latih topik karena lesa latih topik skor bahas lalu tulis mohon maaf sistem harap coba edit terima kasih tanggap baik bintang,netral
4,"Ruangguru keren, materi nya lengkap, ada kuis nya jadi bisa langsung di praktekan, dan paham, tapi ini minus nya menurut saya, contoh soal yg d berikan dlm video kurang banyak, kadang 1 video cmn 1 soal, kalau bisa 2-3, jadi bisa macem2 kita tau soalnya,kalau bisa diperbagus yaa 😘",materi lengkap kuis langsung praktek paham minus contoh dalam video kadang video macem soalnyakalau bagus,positif
3,"Bagus dari segi materi dan pembelajaran, namun untuk customer servicenya masih jelek banget. Masa saya mau tanya dan mengeluh tentang aplikasi malah ditawari paket terus-terusan? Padahal saya udah langganan. Kecewa sih, semoga bisa ditingkatkan lagi. Bedakan bagian CS promosi dan penerima keluhan.",bagus segi materi ajar customer rvicenya jelek banget masa aplikasi tawar paket terus padahal sudah langgan cewa moga tingkat beda promosi terima,negatif
5,bagus buat belajar lebih mudah,bagus ajar mudah,positif
4,"halo ruang guruuu!!! aku suka banget aplikasi ini, first of all langganan nya terbilang ekonomis banget buat pelajar kayak aku. Kedua, setelah berlangganan dari aplikasi ini aku jadi lebih paham dan ngerti tentang beberapa bidang studi seperti fisika dan bahasa indonesia, joss banget pokoknya. Oh ya, kalo boleh aku mau kasih saran. Ruang guru tuh bakalan perfect banget kalau misalnya lebih dibanyakin tentang contoh dan pembahasan soal-soal HOTS. Biar kita bisa jadi lebih kritis dan makin juara:>",halo suka banget aplikasi first langgan bilang ekonomis banget ajar kayak langgan aplikasi paham ngerti bidang studi fisika bahasa indonesia joss banget kalo kasih saran perfect banget banyak contoh bahas soal hots biar kritis juara,positif
4,"tolong diperbaiki saat mengerjakan soal di bank soal.saya menggunakan font tidak bawaan hp,saat mengerjakan soal kadang kata yg bercetak miring,tebal,digaris bawah tidak terlihat,dan saat soal mengurutkan kalimat sering sekali tidak ada nomor di soalnya,jadi terlihat seperti 1 paragraf dan itu membuat agak bingung.itu saja kurangnya,lainnya sudah sangat baik.kenapa live yg terlewat tidak bisa ditonton ulang ya?",tolong baik bank soalsaya font bawa hpsaat kadang cetak miringtebaldigaris terlihatdan urut kalimat nomor soalnyajadi paragraf bingungitu kurangnyalainnya baikkenapa live lewat ulang,negatif
5,Ruangguru benar-benar membantu proses belajar.Aku baru beberapa hari berlangganan ruangguru tapi sedikit-sedikit mulai terasa perbandingan antara menggunakan ruangguru dan tidak menggunakan ruangguru.Lewat video pembelajaran aku dapat lebih mudah memahami materi yang disampaikan.Setelah menyelesaikan pembelajaran lalu mengisi kuis materi aku langsung bisa mengisi soal yang diberikan.Semoga dengan belajar di rumah menggunakan ruangguru aku bisa mendapatkan nilai yang maksimal di sekolah.Thanks RG♡,benar bantu proses belajaraku langgan dikit banding ruanggurulewat video ajar mudah paham materi sampaikansetelah lesa ajar kuis materi langsung berikansemoga ajar rumah nilai maksimal kolahthanks,positif
3,"Kode referensi 👉RARANDOUW👈 untuk dapat potongan 50% ,Aplikasi yang sangat bagus dan bermanfaat, sangat cocok untuk belajar dirumah dan cara belajarnya juga tidak kaki jadi sangat menyenangkan sekali selain bisa belajar kapan aja, juga ada kurikulum cerdasnya",kode referensi randouw potong aplikasi bagus manfaat ajar rumah ajar kaki nang ajar saja kurikulum cerdas,positif
5,"Sebelumnya saya ucapkan terima kasih karena setiap update selalu meningkatkan fasilitas-fasilitas baru. Akan tetapi saya berpesan untuk pembaruan aplikasi kedepan tolong untuk saat penggunaan aplikasi RG jangan hanya ketika ada paket data, karena akan sia-sia ketika materi yang sudah dioffline tetapi saat mau belajar harus on data dulu untuk bisa buka materi offlinenya Btw, kasian yang paket chatting trus offline materinya pakai wifi dan saat mau belajar materi offline (""TETTOT"") gabisa buka 🙃",belum ucap terima kasih update tingkat fasilitas akan pesan baru aplikasi depan tolong guna aplikasi paket data materi offline ajar data buka materi offlinenya kasi paket chatting trus offline materi pakai wifi ajar materi offline tettot gabisa buka,negatif
5,"Saya sangat suka dengan aplikasi ruangguru, selain karena fitur nya bagus belajaranya juga mudah di pahami. Tidak membosankan aoalagi sekarang tampilan nya lebih menarik dari yang dulu.saya juga berharap ada lagi program ruangguru persada scholarshoap lagi.",saya suka aplikasi fitur bagus belajaranya mudah paham tidak bosan aoalagi tampil tarik dulusaya harap program persada scholarshoap,positif
